customer_code,customer_name,province_name,region,rfm_segment,recency_days,frequency,monetary,value_score,p_order_next_30d,churn_risk_score,purchase_trend_score,marketing_priority_score,risk_segment,recommended_action,model_name,snapshot_cutoff_date,run_timestamp
KH-00580,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ,Đà Nẵng,Miền Trung,Potential,13,4,84347851.0,0.6127819548872181,0.9489481,0.051051915,70.90099116261848,39.94230733947595,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00581,DOANH NGHIỆP TW SƠN HÀ,Điện Biên,Miền Bắc,Potential,11,2,74082762.0,0.568922305764411,0.807974,0.19202602,63.40960899548105,32.33110974818028,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00582,HỘ KINH DOANH LONG PHÚ,Điện Biên,Miền Bắc,Potential,11,2,61546653.0,0.5075187969924813,0.7739368,0.22606319,60.038165420967246,28.573291622634112,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00583,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,Đà Nẵng,Miền Trung,At Risk,30,2,34155824.0,0.3007518796992481,0.8768937,0.1231063,36.064595154839154,22.825449811372653,Declining activity,"Retention call: liên hệ kiểm tra nhu cầu, đề xuất ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00584,CÔNG TY TNHH CHI THÀNH,Hà Nội,Miền Bắc,Loyal,13,5,206414382.0,0.8558897243107769,0.9800361,0.01996392,49.42950865971143,54.89766455601526,Monitor,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00744,Tên     : CỬA HÀNG XE ĐẠP AN PHÁT,Hưng Yên,Miền Bắc,Champions,1,4,162924301.0,0.8070175438596491,0.9469039,0.053096116,86.79432170470317,63.77848503235688,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00585,CÔNG TY TNHH TÂY BẮC,Tuyên Quang,Miền Bắc,Potential,24,2,77948867.0,0.5827067669172933,0.83685154,0.16314846,52.925189248029625,32.36821572397733,Monitor,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,Miền Bắc,Potential,17,2,227250785.0,0.8721804511278195,0.390772,0.609228,51.10563305257645,28.424320714259068,Monitor,"Nurturing: khuyến mãi lần mua tiếp theo, cross-sell",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00587,DOANH NGHIỆP TW AN PHÁT,Hà Nội,Miền Bắc,Champions,0,5,158963114.0,0.8007518796992481,0.8760295,0.12397051,83.3754331806757,58.44022436247288,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00588,CÔNG TY CỔ PHẦN TÂY BẮC,Hà Nội,Miền Bắc,Potential,6,3,68879802.0,0.550125313283208,0.86334294,0.13665706,57.61569036159832,32.43626236991959,Monitor,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00589,DOANH NGHIỆP TW KHẢI HOÀN,Hà Nội,Miền Bắc,Lost,57,1,16527777.0,0.14536340852130325,0.16496591,0.8350341,26.488677730641857,2.53805753369831,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00590,CÔNG TY TNHH TOÀN THẮNG,Thanh Hóa,Miền Trung,Lost,57,1,2268519.0,0.010025062656641603,0.3045569,0.6954431,30.377573274984567,1.078811644313608,Declining activity,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00591,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,Hà Nội,Miền Bắc,Lost,56,1,9157407.0,0.10087719298245613,0.065279365,0.93472064,30.535858237991963,1.4937377968758396,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00592,CỬA HÀNG XE ĐẠP SÁN LẠP,Đà Nẵng,Miền Trung,Lost,56,1,14944444.0,0.13283208020050125,0.17240103,0.827599,26.890024164641325,2.3853386079054384,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00593,CÔNG TY CỔ PHẦN NGỌC ANH,Hà Nội,Miền Bắc,At Risk,50,2,5185186.0,0.08583959899749373,0.20934206,0.79065794,35.1048280701958,4.5839676969329135,High churn risk,"Retention call: liên hệ kiểm tra nhu cầu, đề xuất ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00595,CÔNG TY CỔ PHẦN THƯƠNG MẠI YÊN BÌNH,Tuyên Quang,Miền Bắc,Lost,55,1,34527950.0,0.3107769423558897,0.17511454,0.8248855,25.51251936273657,5.012918206057981,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00596,DOANH NGHIỆP TW THUỶ TIÊN,Hải Phòng,Miền Bắc,Potential,20,2,61574984.0,0.5100250626566416,0.84043664,0.15956336,57.69192829877393,30.191330998013765,Monitor,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00597,CÔNG TY TNHH THƯƠNG MẠI PHÚ THỊNH,Hải Phòng,Miền Bắc,Potential,13,2,124993024.0,0.7393483709273183,0.64930284,0.35069716,59.65456891451685,33.01089238253845,Monitor,"Nurturing: khuyến mãi lần mua tiếp theo, cross-sell",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00598,DOANH NGHIỆP TW SƠN HÀ,Hải Phòng,Miền Bắc,At Risk,30,2,60865905.0,0.5025062656641605,0.86914825,0.13085175,35.784146212050025,32.82247061264763,Declining activity,Decline intervention: kiểm tra nguyên nhân giảm mua,XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00599,CÔNG TY CỔ PHẦN XÂY DỰNG,Ninh Bình,Miền Bắc,Lost,55,1,24137774.0,0.23433583959899748,0.24003196,0.75996804,25.89378319746322,4.196662216973481,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00600,CỬA HÀNG XE ĐẠP TOÀN THẮNG,Hưng Yên,Miền Bắc,Potential,6,2,50129802.0,0.43859649122807015,0.8658046,0.13419539,62.19720497463263,28.637118296103598,Growth opportunity,"Nurturing: khuyến mãi lần mua tiếp theo, cross-sell",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00601,HỘ KINH DOANH PHÚ THỊNH,Hà Nội,Miền Bắc,Potential,4,3,40957770.0,0.37969924812030076,0.9085601,0.0914399,69.7679021701605,28.569124635942337,Growth opportunity,"Nurturing: khuyến mãi lần mua tiếp theo, cross-sell",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00608,CÔNG TY TNHH THƯƠNG MẠI TÚ ANH,Quảng Trị,Miền Trung,Loyal,13,5,158372192.0,0.7994987468671679,0.9514259,0.04857409,65.6993973306343,54.27737254743703,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00602,CÔNG TY TNHH THƯƠNG MẠI THIÊN AN,Hà Nội,Miền Bắc,Lost,55,1,33720915.0,0.2957393483709273,0.2559314,0.7440686,25.593537893385072,5.223325897890543,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00603,CÔNG TY CỔ PHẦN QUANG VINH,Đà Nẵng,Miền Trung,Potential,6,2,93938873.0,0.650375939849624,0.7981441,0.2018559,64.3936288295576,35.27436563685308,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00604,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚC AN,Đà Nẵng,Miền Trung,Potential,6,2,44283325.0,0.40225563909774437,0.8554873,0.14451271,59.04267811673526,26.420970744281092,Monitor,"Nurturing: khuyến mãi lần mua tiếp theo, cross-sell",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00605,CÔNG TY CỔ PHẦN VĨNH PHÁT,Hải Phòng,Miền Bắc,Loyal,7,21,483551668.0,0.9461152882205514,0.96781206,0.03218794,70.45351014358846,63.43038868357886,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00606,CỬA HÀNG XE ĐẠP BÌNH MINH,Bắc Ninh,Miền Bắc,Potential,10,3,46314992.0,0.40852130325814534,0.77142507,0.22857493,65.10387052606957,25.366494859850675,Growth opportunity,"Nurturing: khuyến mãi lần mua tiếp theo, cross-sell",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00607,CÔNG TY TNHH TÚ ANH,Nghệ An,Miền Trung,Champions,0,5,188444415.0,0.8370927318295739,0.9555402,0.04445982,74.55087803084722,63.2164738709175,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00610,DOANH NGHIỆP TW HÙNG CƯỜNG,Hưng Yên,Miền Bắc,Potential,12,2,40836475.0,0.37719298245614036,0.851281,0.14871901,55.826580564743466,24.82147563631358,Monitor,"Nurturing: khuyến mãi lần mua tiếp theo, cross-sell",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00611,CÔNG TY TNHH VIỆT ANH,Thái Bình,Miền Bắc,Potential,6,2,41169157.0,0.38095238095238093,0.87082577,0.12917423,57.43552002679775,25.664805761756615,Monitor,"Nurturing: khuyến mãi lần mua tiếp theo, cross-sell",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00612,DOANH NGHIỆP TW XÂY DỰNG,Hải Phòng,Miền Bắc,At Risk,29,2,107579235.0,0.6942355889724311,0.8237503,0.17624968,52.3038117044711,43.67295438994241,Monitor,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00613,DOANH NGHIỆP TW HÙNG CƯỜNG,Quảng Ninh,Miền Bắc,Potential,20,2,46191650.0,0.40726817042606517,0.7926345,0.20736551,60.283717193141996,25.257217451655446,Growth opportunity,"Nurturing: khuyến mãi lần mua tiếp theo, cross-sell",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00614,CỬA HÀNG XE ĐẠP NAM TIẾN,Quảng Ninh,Miền Bắc,Potential,6,2,78672394.0,0.5852130325814536,0.90922743,0.09077257,58.2394246011346,35.31113635466225,Monitor,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00615,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,Hải Phòng,Miền Bắc,Potential,11,3,103794046.0,0.6842105263157895,0.9336642,0.0663358,67.46436907212669,41.861693219747224,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00616,CÔNG TY CỔ PHẦN TRÍ ĐỨC,Hà Nội,Miền Bắc,Lost,53,1,2768519.0,0.043859649122807015,0.080721736,0.91927826,31.032398142340995,0.8167845228003561,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00617,CÔNG TY CỔ PHẦN ĐẠI LỢI,Hà Nội,Miền Bắc,At Risk,27,2,26944444.0,0.2556390977443609,0.48791322,0.51208675,57.91988971144598,15.831421091730727,Monitor,"Retention call: liên hệ kiểm tra nhu cầu, đề xuất ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00618,HỘ KINH DOANH ĐÔNG NAM,Nghệ An,Miền Trung,Lost,52,1,26313330.0,0.2518796992481203,0.25535062,0.7446494,26.40147626850436,4.537061169541459,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00619,CỬA HÀNG XE ĐẠP VĨNH PHÁT,Đà Nẵng,Miền Trung,Lost,52,1,3231481.0,0.05137844611528822,0.07672412,0.9232759,31.205402587539936,0.8992053153158991,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00620,CỬA HÀNG XE ĐẠP ĐẠI DƯƠNG,Hà Tĩnh,Miền Trung,Potential,25,2,67909061.0,0.5413533834586466,0.8772649,0.12273508,65.60624879879289,33.68160600884271,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00621,CÔNG TY TNHH SƠN HÀ,Hưng Yên,Miền Bắc,Potential,6,2,83724512.0,0.6077694235588973,0.73795336,0.26204664,54.64260898357445,30.775815294956693,Monitor,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00623,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,Quảng Ninh,Miền Bắc,Potential,6,3,69902671.0,0.5526315789473685,0.93266946,0.06733054,69.05439185617062,36.47801044070431,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00624,CÔNG TY TNHH THƯƠNG MẠI HÙNG CƯỜNG,Hà Nội,Miền Bắc,At Risk,34,2,187646074.0,0.8345864661654135,0.7356318,0.26436818,34.3920444340421,45.30494164039758,Declining activity,Decline intervention: kiểm tra nguyên nhân giảm mua,XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00625,CÔNG TY TNHH MINH PHƯƠNG,Hà Nội,Miền Bắc,At Risk,52,1,64901093.0,0.5263157894736842,0.09783842,0.9021616,25.788730775044094,18.18581851685969,High churn risk,Decline intervention: kiểm tra nguyên nhân giảm mua,XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00626,CÔNG TY TNHH AN PHÁT,Ninh Bình,Miền Bắc,At Risk,52,1,167804584.0,0.8120300751879699,0.59624517,0.40375483,25.53115485211525,40.053087855161266,Declining activity,Decline intervention: kiểm tra nguyên nhân giảm mua,XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00627,CÔNG TY CỔ PHẦN KHẢI HOÀN,Hà Nội,Miền Bắc,Lost,50,1,4527778.0,0.06954887218045112,0.116494074,0.88350594,31.563161893559748,1.2859026646650815,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00629,CÔNG TY TNHH ĐÔNG NAM,Ninh Bình,Miền Bắc,Potential,6,3,87491084.0,0.6240601503759399,0.8960102,0.10398978,59.99838155783341,36.822803930869206,Monitor,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00630,CÔNG TY TNHH THƯƠNG MẠI ĐẠI DƯƠNG,Hà Nội,Miền Bắc,Potential,0,6,95338494.0,0.6553884711779449,0.97197807,0.028021932,67.8177279257756,42.05637617434827,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00632,CỬA HÀNG XE ĐẠP LONG PHÚ,Bắc Ninh,Miền Bắc,Lost,50,1,13301104.0,0.12406015037593984,0.6980767,0.30192327,27.188159344211037,4.32379624760282,Declining activity,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00633,DOANH NGHIỆP TW KHẢI HOÀN,Bắc Giang,Miền Bắc,Lost,50,1,21803886.0,0.20426065162907267,0.80253685,0.19746315,26.896492164473457,6.362890172837576,Declining activity,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00634,CÔNG TY CỔ PHẦN TRÍ ĐỨC,Hà Nội,Miền Bắc,Potential,4,6,92509796.0,0.6453634085213033,0.95639616,0.043603837,70.89269556777936,41.62202044170168,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00636,CỬA HÀNG XE ĐẠP YÊN BÌNH,Hà Nội,Miền Bắc,Lost,49,1,36113882.0,0.3358395989974937,0.83086187,0.16913813,26.675626929959655,9.223579623579234,Declining activity,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00637,CỬA HÀNG XE ĐẠP ĐẠI DƯƠNG,Hà Nội,Miền Bắc,Lost,49,1,19377401.0,0.17919799498746866,0.8802688,0.11973119,27.081424449944553,6.2068868927907985,Declining activity,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00638,CÔNG TY CỔ PHẦN THƯƠNG MẠI THANH BÌNH,Hưng Yên,Miền Bắc,Lost,49,1,20364997.0,0.18922305764411027,0.801769,0.19823098,27.164757739481587,6.069639893774176,Declining activity,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00639,CÔNG TY CỔ PHẦN TRƯỜNG THỊNH,Thanh Hóa,Miền Trung,Loyal,13,4,132479689.0,0.7531328320802005,0.93075645,0.06924355,64.12983267607879,50.75733381676084,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00644,HỘ KINH DOANH THUỶ TIÊN,Quảng Ninh,Miền Bắc,At Risk,47,3,40240820.0,0.36716791979949875,0.8626046,0.13739538,36.970258808099864,26.09215441222531,Declining activity,"Retention call: liên hệ kiểm tra nhu cầu, đề xuất ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00640,CÔNG TY TNHH XUÂN MAI,Thanh Hóa,Miền Trung,Lost,48,1,30611100.0,0.2756892230576441,0.3287093,0.6712907,26.899299788777864,5.2906913811602045,Declining activity,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00641,DOANH NGHIỆP TW ĐÔNG NAM,Hà Nội,Miền Bắc,At Risk,48,1,84074072.0,0.6090225563909775,0.09700829,0.9029917,26.520511546451754,20.779764753073408,High churn risk,Decline intervention: kiểm tra nguyên nhân giảm mua,XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00642,CÔNG TY CỔ PHẦN HOÀ BÌNH,Hà Nội,Miền Bắc,Lost,48,1,2398148.0,0.021929824561403508,0.19181015,0.80818987,31.9371853022603,0.9183348063000973,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00643,CÔNG TY TNHH TÂY BẮC,Thanh Hóa,Miền Trung,Lost,48,1,4527778.0,0.06954887218045112,0.116494074,0.88350594,31.937181869997417,1.2862378651624011,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00645,CỬA HÀNG XE ĐẠP QUANG VINH,Quảng Trị,Miền Trung,At Risk,48,2,11398330.0,0.11403508771929824,0.68994755,0.31005245,33.04829065139211,10.715230141263856,Declining activity,"Retention call: liên hệ kiểm tra nhu cầu, đề xuất ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00647,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,Hà Nội,Miền Bắc,At Risk,33,7,71840255.0,0.5588972431077694,0.7290423,0.2709577,39.86477562798385,32.802797210417864,Declining activity,Decline intervention: kiểm tra nguyên nhân giảm mua,XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00648,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Thanh Hóa,Miền Trung,Lost,47,1,28859431.0,0.2644110275689223,0.72988945,0.27011055,26.997182056528686,7.225217666097544,Declining activity,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00649,CÔNG TY CỔ PHẦN ĐÔNG NAM,Hà Nội,Miền Bắc,Potential,4,4,105540528.0,0.6867167919799498,0.9621988,0.037801206,74.74952989400987,44.348309091538624,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00654,HỘ KINH DOANH TÂY BẮC,Bắc Ninh,Miền Bắc,Potential,4,3,73293778.0,0.5639097744360902,0.95727,0.042729974,72.50259089544,38.40443872687332,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00651,CÔNG TY TNHH CHI THÀNH,Hưng Yên,Miền Bắc,Potential,17,2,57237756.0,0.47368421052631576,0.8477732,0.1522268,57.90809732204929,28.95184014708877,Monitor,"Nurturing: khuyến mãi lần mua tiếp theo, cross-sell",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00652,DOANH NGHIỆP TW XUÂN MAI,Thanh Hóa,Miền Trung,Loyal,13,4,130260816.0,0.7481203007518797,0.9246179,0.07538211,73.49884321103363,52.028757651624325,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00653,HỘ KINH DOANH SƠN HÀ,Hà Nội,Miền Bắc,Potential,4,4,68397943.0,0.5463659147869674,0.961083,0.038917005,77.47954341997375,38.69008663778592,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00655,HỘ KINH DOANH TÂN TIẾN,Hà Tĩnh,Miền Trung,Lost,46,1,16713883.0,0.14786967418546365,0.52732354,0.47267646,27.84101758775059,4.105178991204589,Declining activity,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00656,CỬA HÀNG XE ĐẠP VĨNH PHÁT,Hải Phòng,Miền Bắc,Champions,6,7,262652798.0,0.8884711779448622,0.97348696,0.02651304,63.720730916624866,64.53318608825278,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00657,CÔNG TY TNHH KHẢI HOÀN,Bắc Ninh,Miền Bắc,Potential,17,2,112097754.0,0.7055137844611529,0.85911274,0.14088726,65.55826765961102,39.73780579876735,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00659,CỬA HÀNG XE ĐẠP QUANG VINH,Phú Thọ,Miền Bắc,Champions,4,7,655182812.0,0.9711779448621554,0.9300581,0.06994188,74.27765420267598,68.84296237866762,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00660,CÔNG TY CỔ PHẦN THƯƠNG MẠI TOÀN THẮNG,Hải Phòng,Miền Bắc,At Risk,29,2,110388032.0,0.7030075187969925,0.8507365,0.1492635,52.783039692169595,45.15402086796969,Monitor,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00661,HỘ KINH DOANH QUANG VINH,Hà Nội,Miền Bắc,Potential,14,2,57684430.0,0.4774436090225564,0.9135576,0.08644241,61.07257654022632,31.348719537370307,Growth opportunity,"Nurturing: khuyến mãi lần mua tiếp theo, cross-sell",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00662,DOANH NGHIỆP TW ĐẠI DƯƠNG,Hà Nội,Miền Bắc,Potential,14,3,105613306.0,0.6879699248120301,0.9509949,0.04900509,59.931759600940126,41.31327660246591,Monitor,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00663,CÔNG TY CỔ PHẦN TRƯỜNG THỊNH,Hà Nội,Miền Bắc,Potential,11,4,89744983.0,0.6365914786967418,0.8992266,0.100773394,68.91295791090623,38.85147077039008,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00664,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂN TIẾN,Hà Nội,Miền Bắc,Potential,12,3,84232104.0,0.6115288220551378,0.9568185,0.04318148,64.00631848002368,38.91164709695876,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00665,CÔNG TY CỔ PHẦN TÂY BẮC,Hà Nội,Miền Bắc,Champions,0,7,169607468.0,0.8145363408521303,0.96685123,0.033148766,70.88368764906743,61.77631280067375,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00666,CÔNG TY CỔ PHẦN TÂN TIẾN,Hà Nội,Miền Bắc,Potential,13,2,130900055.0,0.7506265664160401,0.43082017,0.56917983,52.776441631461765,26.161311333842708,Monitor,"Nurturing: khuyến mãi lần mua tiếp theo, cross-sell",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00667,CÔNG TY CỔ PHẦN MINH PHƯƠNG,Đà Nẵng,Miền Trung,Potential,0,4,117844978.0,0.7192982456140351,0.92423475,0.07576525,74.42852221988949,44.1616611292478,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00668,CỬA HÀNG XE ĐẠP AN PHÁT,Hải Phòng,Miền Bắc,Potential,6,3,90043875.0,0.6378446115288221,0.85056156,0.14943844,65.12393458022963,36.65557493259329,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00669,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,Lost,46,1,18054252.0,0.17167919799498746,0.843724,0.15627599,27.588613663863732,5.926820621836934,Declining activity,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
